
a	 : 2
nz.ac.auckland.che.carter	 : 1
nz.ac.auckland.cs	 : 1
nz.ac.auckland.msis	 : 1
nz.ac.auckland.phy	 : 1
nz.ac.auckland.scitec	 : 1
nz.ac.canterbury	 : 2
nz.ac.canterbury.elec	 : 2
nz.ac.canterbury.maori	 : 1
nz.ac.canterbury.mech	 : 1
nz.ac.lincoln	 : 1
nz.ac.massey	 : 5
nz.ac.massey.its-www1	 : 1
nz.ac.otago	 : 2
nz.ac.taranaki	 : 4
nz.ac.tekotago.h523	 : 1
nz.ac.topnz	 : 2
nz.ac.unitec	 : 1
nz.ac.vuw.its	 : 4
nz.ac.vuw.its.totara	 : 1
nz.ac.vuw.sans	 : 1
nz.ac.waiariki	 : 4
nz.ac.waikato	 : 4
nz.ac.waikato.cs	 : 3
nz.ac.waikato.ijk	 : 2
nz.ac.waikato.isis	 : 1
nz.ac.waikato.mngt	 : 1
nz.ac.waikato.slip	 : 3
nz.ac.wnp	 : 1
nz.co	 : 3
nz.co.apple	 : 1
nz.co.bopis	 : 1
nz.co.bpc	 : 1
nz.co.central	 : 4
nz.co.clear	 : 1
nz.co.cybernet	 : 5
nz.co.deepsouth	 : 3
nz.co.earthlight	 : 5
nz.co.enternet	 : 5
nz.co.es	 : 5
nz.co.es.selene	 : 1
nz.co.esi	 : 1
nz.co.express	 : 1
nz.co.i-max	 : 1
nz.co.iconz	 : 2
nz.co.igrin	 : 1
nz.co.ihug	 : 5
nz.co.inca	 : 1
nz.co.inhb	 : 1
nz.co.inl	 : 3
nz.co.internet	 : 5
nz.co.internet.spbates	 : 1
nz.co.inzo	 : 1
nz.co.iprolink	 : 4
nz.co.kiwiconnect	 : 1
nz.co.mac	 : 1
nz.co.melco	 : 1
nz.co.met	 : 1
nz.co.midland	 : 2
nz.co.netbyte	 : 4
nz.co.netlink.dialup	 : 2
nz.co.omega	 : 1
nz.co.pec	 : 2
nz.co.southern	 : 2
nz.co.southnet	 : 1
nz.co.thenet	 : 3
nz.co.tvnz	 : 1
nz.co.voyager.auckland.net	 : 4
nz.co.voyager.christchurch.net	 : 1
nz.co.voyager.dunedin.net	 : 1
nz.co.voyager.hamilton.net	 : 3
nz.co.voyager.wellington.net	 : 4
nz.co.wang	 : 2
nz.co.wave	 : 5
nz.co.wcs	 : 2
nz.co.ww	 : 2
nz.cri.gns	 : 1
nz.cri.grace	 : 2
nz.cri.hort	 : 3
nz.cri.irl.auck	 : 2
nz.cri.lincoln	 : 1
nz.gen	 : 3
nz.gen.actrix	 : 4
nz.gen.kcbbs	 : 1
nz.gen.manawatu	 : 3
nz.gen.planet.ak	 : 3
nz.gen.planet.wn	 : 3
nz.govt.dosli	 : 2
nz.govt.fish	 : 1
nz.govt.minedu	 : 1
nz.govt.moc.cs	 : 1
nz.govt.natlib	 : 1
nz.govt.parliament	 : 1
nz.govt.wcc	 : 3
nz.net.nzgate	 : 3
nz.org	 : 1
nz.org.branz	 : 1
nz.org.planet.nelson	 : 1
nz.org.reap	 : 1
nz.school.skc	 : 1
nzelvkutatas	 : 1
n°	 : 6
nº	 : 14
nº19.550	 : 1
nþ	 : 1
o	 : 208
o"	 : 1
o"rcsillagzatjaszu:lo:tti	 : 1
o"smagyar	 : 1
o"sz	 : 1
o"t,	 : 1
o'	 : 3
o'brien's	 : 2
o'brien.	 : 2
o'connor	 : 2
o'connor's	 : 1
o'connor**	 : 2
o'connor,	 : 1
o'connor.	 : 2
o'hara	 : 5
o'haza	 : 1
o'konski	 : 1
o'leary	 : 2
o'neill	 : 18
o'neill's	 : 2
o'neill**	 : 1
o'neill,	 : 1
o'neill.	 : 1
o'ra	 : 1
o,	 : 4
o-,	 : 1
o-call	 : 1
o-call,	 : 1
o-tooz:	 : 1
o.	 : 9
o...	 : 1
o.c.	 : 1
o.p.	 : 1
o.s.h.a**	 : 1
o:lt	 : 1
o:mlik	 : 1
o:n	 : 1
o=	 : 1
oak	 : 3
oak,	 : 1
oak-hickory	 : 1
oakar	 : 2
oaker	 : 9
oakes	 : 1
oakland	 : 2
oakland,	 : 1
oakley**	 : 2
oak|	 : 1
oaltala	 : 1
oanyagi	 : 1
oarulasukhoz,	 : 1
oasis	 : 1
oat/soy	 : 2
oates,	 : 1
oath	 : 1
oath.	 : 1
oatmeal.	 : 1
oats	 : 2
oats**	 : 1
ob.	 : 1
obedience	 : 2
obedient	 : 1
obennuk	 : 1
oberlin	 : 1
obersovszky	 : 1
oberstar	 : 12
obesity	 : 4
obesity**	 : 1
obesity.	 : 3
obey	 : 15
object	 : 20
object,	 : 1
object.	 : 5
object;	 : 1
objected	 : 2
objectify	 : 1
objection	 : 2
objectionable.	 : 1
objectional	 : 1
objections	 : 4
objective	 : 20
objective,	 : 1
objective.	 : 1
objective:	 : 1
objectively	 : 1
objectives	 : 30
objectives**	 : 1
objectives,	 : 6
objectives,activity	 : 1
objectives,its	 : 1
objectives,presentation,learning	 : 1
objectives,strategies.	 : 1
objectives.	 : 8
objectivity	 : 1
objects	 : 13
objects,	 : 1
objecttype	 : 1
objektiv	 : 4
objektiv,	 : 1
objektivan	 : 1
objektivben	 : 1
objektivtol	 : 1
objetivo	 : 4
objetivos	 : 2
objetivos:	 : 1
objeto	 : 4
oblast	 : 14
oblast's	 : 1
oblast,	 : 3
oblast-wide	 : 1
oblast.	 : 1
oblath	 : 1
obligacion	 : 4
obligaciones	 : 25
obligaciones,	 : 2
obligaciones.	 : 1
obligada	 : 1
obligat	 : 1
obligation	 : 6
obligation**	 : 2
obligation,	 : 1
obligation.	 : 1
obligations	 : 3
obligations,	 : 3
obligations.	 : 1
obligatorio	 : 3
oblige	 : 1
obliged	 : 2
obliges,	 : 1
obninsk,	 : 1
obolhaboru	 : 1
obolkornyek	 : 1
obolkornyek1996	 : 1
obolkornyeken	 : 1
obra	 : 8
obra._	 : 1
obrante	 : 1
obras	 : 5
obroda	 : 4
obscene	 : 1
obscenity	 : 2
obscenity,	 : 1
obscenity.	 : 1
obscure	 : 2
obscure**	 : 3
obscure,	 : 1
obscure.	 : 2
obscured	 : 1
obscurity.	 : 1
observable	 : 1
observacion	 : 1
observation	 : 59
observation**	 : 1
observation,	 : 1
observation.	 : 1
observation:	 : 1
observational	 : 5
observations	 : 18
observations,	 : 1
observations.	 : 4
observatory	 : 3
observe	 : 2
observed	 : 17
observed,"	 : 1
observed.	 : 1
observer	 : 1
observer**	 : 1
observer,	 : 1
observers	 : 16
observers,	 : 2
observers.	 : 2
observes	 : 330
observes,	 : 4
observing	 : 21
obsession	 : 5
obshchaya	 : 1
obsolescence**	 : 1
obsolescencia	 : 5
obsolete	 : 3
obsolete.	 : 3
obsoletos	 : 1
obstacle	 : 5
obstacles	 : 4
obstacles,	 : 2
obstante	 : 1
obstante,	 : 1
obstinate	 : 1
obstructed	 : 1
obstructing	 : 1
obstruction	 : 4
obstruction,	 : 1
obstructionism.	 : 1
obtain	 : 24
obtainable	 : 1
obtained	 : 14
obtained,	 : 2
obtained.	 : 1
obtaining	 : 7
obtaining,	 : 1
obtains	 : 2
obtencion	 : 1
obtener	 : 2
obtengan	 : 1
obtenian	 : 1
obtenida	 : 2
obtenido	 : 3
obtenidos	 : 17
obtenidos,	 : 1
obtiene	 : 1
obtuvieron	 : 2
obtuvo	 : 3
obudai	 : 4
obudan	 : 1
obudan,	 : 2
obvious	 : 8
obvious,	 : 1
obvious,"	 : 1
obviously	 : 4
obviously,	 : 1
ocak	 : 1
ocala	 : 1
occasion	 : 4
occasional	 : 1
occasionally	 : 4
occasions	 : 4
occasions,	 : 1
occassions	 : 1
occidental	 : 1
occidental).	 : 1
occidental,	 : 1
occlusion**	 : 1
occult	 : 2
occultism	 : 1
occupancy	 : 2
occupation	 : 13
occupation's	 : 1
occupation,	 : 2
occupational	 : 8
occupations	 : 4
occupied	 : 3
occupies	 : 1
occupying	 : 2
occur	 : 15
occur,	 : 3
occur.	 : 4
occurance	 : 1
occurances	 : 2
occurence	 : 3
occuring	 : 6
occurred	 : 20
occurred)	 : 1
occurred.	 : 4
occurred:	 : 2
occurrence	 : 11
occurrence)	 : 1
occurrence,	 : 2
occurrence.	 : 1
occurrences	 : 3
occurrences,	 : 1
occurrences.	 : 1
occurridos	 : 1
occurring	 : 4
occurring.	 : 2
occurs	 : 17
occurs,	 : 1
occurs.	 : 1
occurs:	 : 1
ocean	 : 14
ocean,	 : 3
ocean--as	 : 1
ocean-atmosphere	 : 1
ocean-land-atmosphere	 : 1
ocean.	 : 1
oceanba.ady	 : 1
oceanic	 : 2
oceanigaz	 : 1
oceano	 : 1
oceanographers	 : 1
oceanographic	 : 1
oceanography	 : 1
oceans	 : 4
oceans'	 : 1
oceans,	 : 1
oceans.	 : 1
oceanside,	 : 1
oceant	 : 1
ochiltree	 : 1
ocho	 : 1
ocsai	 : 3
ocska	 : 1
ocsmany	 : 2
ocsmanysag	 : 1
oct	 : 43
oct.	 : 7
octanaje	 : 2
octanaje),	 : 1
octanajes	 : 1
octavcosmanca,	 : 1
octavio	 : 1
octel	 : 1
october	 : 67
october**	 : 1
october,	 : 4
october--the	 : 1
october.	 : 2
october1984.	 : 1
october;	 : 1
octopus	 : 1
octubre	 : 6
ocupo	 : 1
ocurrencia._	 : 1
ocurridos	 : 1
ocurrieran,	 : 1
ocurrir	 : 1
oda	 : 19
oda!	 : 1
oda,	 : 7
oda.	 : 1
odaadni	 : 1
odaallnak	 : 1
odaallni"	 : 1
odaao	 : 1
odaat.	 : 1
odabent	 : 1
odadobott	 : 1
odaerkezve)	 : 1
odahaza	 : 1
odaig,	 : 1
odak	 : 2
odakint	 : 1
odalett,	 : 1
odamegy	 : 1
odatartoznak,	 : 1
odavaghatja	 : 1
odaveszett.	 : 1
odavetett	 : 1
odd	 : 1
odds	 : 2
odebb	 : 1
odes	 : 1
odiumat	 : 1
odon	 : 1
odqr9y5qcoua0gmhkaqgrffasdzlphbg4gehgc4qzs3famadeuggfhaees5l4bu80uaaag9wrogn	 : 1
ods	 : 5
ods.	 : 2
odysseus	 : 2
odysseus**	 : 1
odysseus,	 : 1
odyssey	 : 6
odyssey",	 : 1
odyssey**	 : 5
odyssey.	 : 2
odysseys	 : 2
odysseys.	 : 1
odzkodnak	 : 1
oecd	 : 17
oecd-	 : 1
oecd-be,	 : 1
oecd-be.	 : 1
oecd-felvetel	 : 1
oecd-felvetelenek	 : 1
oecd-nek	 : 1
oecd-prognozisok	 : 1
oecd-tagallamok	 : 1
oecd-tagsag	 : 1
oecd.	 : 1
oedipal	 : 2
oedipus	 : 25
oedipus**	 : 2
oedipus,	 : 2
oedipus.	 : 1
oems/software/other	 : 1
oep	 : 2
oeste	 : 1
oetztal	 : 1
oetztal,	 : 2
of	 : 18073
of"complete	 : 1
of**	 : 1
of,	 : 11
of--	 : 1
of--one	 : 1
of-seat	 : 1
of.	 : 11
of1996.	 : 1
of:	 : 4
of:**	 : 1
ofa	 : 1
ofat	 : 1
ofbamut	 : 1
ofbelarusians	 : 1
ofbosnia	 : 1
ofbritain's	 : 1
ofcandidates	 : 1
ofchechnya	 : 1
ofcivic	 : 1
ofcountries	 : 1
ofdepartment	 : 1
ofembezzling	 : 1
oferta	 : 9
oferta,	 : 1
oferta.	 : 1
ofeurope	 : 2
off	 : 54
off,	 : 3
off-	 : 1
off--possibly	 : 1
off-ice	 : 1
off-line	 : 3
off-season	 : 1
off-season**	 : 1
off-shore	 : 3
off-the-shelf	 : 1
off.	 : 3
off:	 : 1
offather	 : 1
offend	 : 1
offended"	 : 1
offender	 : 10
offender.	 : 1
offenders	 : 4
offenders);	 : 1
offenders**	 : 4
offenders.	 : 3
offense	 : 11
offense,	 : 1
offense.	 : 2
offenses	 : 6
offenses,	 : 1
offenses.	 : 2
offensive	 : 15
offensive"	 : 10
offensive**	 : 2
offensive."	 : 1
offer	 : 45
offer,	 : 2
offer."	 : 1
offered	 : 32
offered.	 : 1
offeredpolitical,	 : 1
offering	 : 22
offerings	 : 7
offers	 : 67
officacy	 : 1
office	 : 78
office")	 : 1
office)	 : 1
office**	 : 2
office,	 : 16
office.	 : 7
office:	 : 2
officer	 : 18
officer',	 : 1
officer**	 : 1
officer,	 : 4
officers	 : 27
officers'	 : 1
officers**	 : 3
officers,	 : 2
officers.	 : 1
officers:	 : 2
officers	 : 1
offices	 : 35
offices,	 : 3
offices.	 : 2
offices:	 : 3
official	 : 50
official,	 : 3
official.	 : 2
officially	 : 5
officially,	 : 1
officials	 : 48
officials,	 : 9
officials,including	 : 1
officials.	 : 8
officialsthat	 : 1
offing	 : 1
offing.	 : 2
offing?	 : 1
offline	 : 21
offner	 : 3
offormer	 : 1
offs	 : 1
offset	 : 8
offshore	 : 1
offshore.	 : 1
offspring	 : 2
offspring.	 : 4
offugitives	 : 1
ofgoiti	 : 1
ofhis	 : 1
ofindependent	 : 1
ofkacanik,	 : 1
ofpreventing	 : 1
ofproportional	 : 1
ofprotestantism	 : 1
ofrecen	 : 1
ofrepublika	 : 1
ofrussian	 : 1
ofseeking	 : 1
ofskanderbeg,	 : 1
ofstate	 : 1
oft	 : 1
ofteachers,	 : 1
oftechnical	 : 1
oftelecommunications	 : 1
often	 : 55
often,	 : 3
often.	 : 1
ofterdingen	 : 1
ofthe	 : 8
oftheir	 : 1
oftorda	 : 1
ofunspecified	 : 1
ofwhich	 : 1
ogf	 : 1
oglethorpe	 : 1
ogle|	 : 1
ogren**	 : 1
oh	 : 5
oh,	 : 1
ohaj	 : 1
ohaja-sohaja,	 : 1
ohajat,vagyalmat	 : 1
ohajtjuk,	 : 1
ohajtok	 : 1
ohajtott	 : 1
oharacsolo,	 : 1
ohatatlanul	 : 3
ohio	 : 5
ohio,	 : 1
ohio.	 : 1
ohmar	 : 1
oil	 : 107
oil**	 : 5
oil,	 : 6
oil-	 : 1
oil-price	 : 1
oil.	 : 6
oil:	 : 2
oilinvest	 : 4
oilinvestsercises	 : 1
oils	 : 24
oils**	 : 1
oiltanking	 : 4
oisp	 : 1
oisp*	 : 3
oisp*,	 : 3
oit	 : 2
ojalvo|	 : 1
ok	 : 75
ok,	 : 5
ok-os	 : 1
ok-sagi	 : 1
oka	 : 16
oka,	 : 5
oka.	 : 1
oka?d:	 : 1
okaert	 : 3
okai	 : 1
okainak	 : 1
okait	 : 1
okakarjak	 : 1
okan	 : 3
okarol,	 : 1
okat	 : 3
okat."deutsch	 : 1
okat?	 : 1
okbol	 : 2
okbol,	 : 1
okbol.	 : 1
okeechobee	 : 1
oket	 : 32
oket!	 : 1
oket",	 : 2
oket,	 : 12
oket-azert	 : 1
oket.	 : 12
oket..."	 : 1
oket?	 : 1
oket?]	 : 1
oket]	 : 1
okiratok	 : 1
okkal	 : 2
okl.,1991.	 : 1
oklahoma	 : 4
oklahoma,	 : 1
oklahoma.	 : 1
okleveles	 : 1
oklevelestarsadalomrombolo.	 : 1
oklevelhez.	 : 1
okmagyarok.	 : 1
okmany	 : 1
okmanyainak	 : 1
okmanyainakkicserelesevel	 : 1
okmanyat,	 : 1
okmanybelyeggel	 : 1
okmanynak	 : 1
okmanyok	 : 1
okmanyokat	 : 1
oknak	 : 1
oknak.azutobbi	 : 1
oknal	 : 1
oko	 : 1
okocentrum	 : 2
okok	 : 8
okokbol	 : 5
okoknal	 : 1
okokra	 : 2
okologiai	 : 2
okologiai,	 : 1
okolvivo	 : 1
okonomikus	 : 1
okori	 : 2
okos	 : 2
okosabbnak	 : 1
okoskodas	 : 1
okossaggal	 : 1
okot	 : 3
okoz	 : 3
okoz"	 : 1
okoz.	 : 1
okoz.nos,	 : 1
okoza	 : 1
okozhat	 : 3
okozhato	 : 1
okozna	 : 1
okozna.	 : 2
okoznak	 : 2
okozni!	 : 1
okozo	 : 4
okozoja	 : 2
okozott	 : 7
okozott,	 : 2
okozottkozjogi	 : 1
okoztak.	 : 1
okozva	 : 2
okozza	 : 3
okozza!]	 : 1
okozza,	 : 2
okozzak	 : 1
okrok	 : 1
okrokkel	 : 1
oktalanbarom	 : 1
oktatas	 : 19
oktatas,	 : 3
oktatas.	 : 1
oktatasa	 : 2
oktatasat	 : 2
oktatasban	 : 1
oktatasban,	 : 1
oktatasegyik	 : 1
oktatasi	 : 23
oktatasi,	 : 3
oktatasi-nevelesi	 : 1
oktatasikapacitast	 : 1
oktataskovetkezetes	 : 1
oktataskutato	 : 1
oktatassal	 : 1
oktatast,	 : 3
oktatast.	 : 1
oktatast;	 : 1
oktatasugy	 : 3
oktatgatnak	 : 1
oktato	 : 1
oktato,	 : 1
oktatok	 : 1
oktatot	 : 1
oktober	 : 10
oktoberben	 : 6
oktobereben	 : 1
oktoberi	 : 4
oktoberi-re]	 : 1
oktobertol	 : 2
okucaniban	 : 2
okumenikus	 : 2
okunk	 : 1
okvetlenul."teny,	 : 1
okvetlenullegyen	 : 1
ol-vasott	 : 1
olah	 : 4
olaj	 : 5
olaj"	 : 1
olaj-	 : 2
olaj-,	 : 1
olaj.	 : 1
olaj...	 : 1
olajar	 : 1
olajar,	 : 1
olajat	 : 6
olajat.	 : 1
olajban	 : 1
olajbizniszben	 : 1
olajcegek	 : 1
olajfinomitokig	 : 1
olajgate	 : 4
olajgate)a	 : 1
olajgate-et	 : 1
olajgate-nek	 : 1
olajgate-rol	 : 1
olajgate-ugyben	 : 1
olajgate-ugyet	 : 1
olajgate...	 : 1
olajgate]tudatosan	 : 1
olajmennyiseg	 : 1
olajnak	 : 1
olajnal	 : 1
olajosok"ha	 : 1
olajosokat"reszlet	 : 1
olajosokat.---------------------az	 : 1
olajosokolvasoink,	 : 1
olajpolitikus.	 : 1
olajrol	 : 1
olajszallitasok	 : 2
olajszallitasokfelteteleirol.	 : 1
olajszallitassal	 : 1
olajszallito	 : 1
olajszokitest	 : 1
olajtarsasagokat,	 : 2
olajugyekben	 : 1
olajuk	 : 1
olajvallalata	 : 1
olajvallalatallitolagos	 : 1
olajvallalatba	 : 1
olajvallalatok,	 : 2
olajvallalatstrategiajaban	 : 1
olajvasarlasra	 : 1
olajvezetek-halozat	 : 1
olasz	 : 15
olaszo.	 : 1
olaszo.,	 : 5
olaszoknak	 : 1
olaszorszag	 : 4
olaszorszag)	 : 2
olaszorszag,	 : 1
olaszorszagi	 : 1
olaszorszagot	 : 1
olcso	 : 2
olcso,	 : 2
olcsoa	 : 1
olcsobb	 : 3
olcsobb,	 : 1
olcsobban	 : 4
olcsomunkaerohoz	 : 1
olcson	 : 2
olcsosagunk.	 : 1
old	 : 62
old**	 : 2
old,	 : 2
old-fashioned	 : 1
old-timers	 : 1
old.	 : 1
oldal	 : 13
oldal"	 : 1
oldal)a	 : 1
oldal.	 : 1
oldal]	 : 1
oldala	 : 3
oldala.	 : 1
oldalain	 : 1
oldalan	 : 6
oldalan,	 : 2
oldalan.	 : 3
oldalanallo	 : 1
oldalanharcoltak.	 : 1
oldalanolvashatok.	 : 1
oldalara	 : 1
oldalaraallitotta.ilyen	 : 1
oldalas	 : 4
oldalas,	 : 1
oldalat,	 : 1
oldalbarugasjar,	 : 1
oldalhoz	 : 2
oldalhoz?	 : 1
oldaliranyban	 : 1
oldalletezeserol	 : 1
oldalnal	 : 1
oldalnyit,	 : 1
oldalon	 : 9
oldalon",illetve	 : 1
oldalon".koszonjuk	 : 1
oldalon,	 : 2
oldalonfuteni	 : 1
oldalra	 : 1
oldalra.	 : 1
oldalrol	 : 1
oldalrol,	 : 1
oldalszamara,	 : 1
oldalt	 : 2
oldalt,	 : 1
oldalukrol	 : 1
oldanak	 : 1
oldani	 : 2
oldelval	 : 1
older	 : 4
older.	 : 1
oldest	 : 7
oldham|	 : 1
oldhatok	 : 1
oldja	 : 2
oldjak	 : 3
oldott	 : 1
olds	 : 2
oleb	 : 1
oledben	 : 1
oleg	 : 8
oleksander	 : 1
oleksy	 : 4
oleksy,	 : 1
oleksy.	 : 1
olelesebolkiszabadult	 : 1
oleo	 : 1
oleo-	 : 1
oleoducto	 : 13
oleoductos	 : 5
olga	 : 2
olga,	 : 2
oligarchia	 : 1
oligarchiak	 : 1
oligopolistic	 : 1
olik	 : 2
olimpia	 : 6
olimpia,	 : 1
olimpiai	 : 23
olimpiak	 : 1
olimpiakat	 : 1
olimpian	 : 2
olimpiara,	 : 1
olimpiarol	 : 2
olimpiarol,	 : 1
olimpiat.	 : 1
olimpikon	 : 1
olin	 : 5
olive	 : 5
oliver	 : 5
olivia	 : 2
olivieri	 : 1
olmo	 : 1
olmot	 : 1
olmozatlan	 : 2
olmozott	 : 2
olmsted	 : 1
olni	 : 1
oloszerszamokkal,	 : 1
olp	 : 1
olp-import	 : 1
olp3	 : 1
olr	 : 3
olt:	 : 1
oltalom	 : 1
oltanak	 : 1
oltar	 : 2
oltaran	 : 1
oltasi	 : 1
oltast	 : 1
oltatast.	 : 1
oltatlan	 : 1
olte	 : 1
oltek	 : 3
olthatatlan	 : 1
olti	 : 2
oltott	 : 2
oltve	 : 1
olv.	 : 1
olvad	 : 1
olvadnak.	 : 1
olvasasahoz.	 : 1
olvasasahoz:	 : 1
olvasasi	 : 1
olvasata,	 : 1
olvasatban	 : 1
olvasatban,	 : 1
olvasatbanmegismerkedhetnek	 : 1
olvashat	 : 1
olvashatjak,	 : 1
olvashatjuk,	 : 1
olvashatnak,	 : 1
olvashato	 : 2
olvashato,	 : 2
olvashato.=rogos	 : 1
olvashato:"fodor	 : 1
olvashato:"igaz".kotete	 : 1
olvashattuk,	 : 2
olvashattunk	 : 1
olvashatunk,	 : 1
olvasni	 : 4
olvasni";	 : 1
olvasni,	 : 2
olvaso	 : 39
olvaso"	 : 1
olvaso,	 : 4
olvaso.	 : 1
olvasoban	 : 1
olvasodik,	 : 1
olvasoi	 : 3
olvasoiknakis	 : 1
olvasoink	 : 3
olvasoinkat,	 : 3
olvasoinkkal.*hetilapunk	 : 1
olvasoinknak	 : 1
olvasoit,	 : 1
olvasoival,	 : 1
olvasojanak	 : 1
olvasojaval	 : 1
olvasok	 : 2
olvasokat	 : 1
olvasoknak	 : 1
olvasoknak?	 : 1
olvasokra	 : 1
olvasom	 : 2
olvasonak,	 : 1
olvasonk!),	 : 1
olvasora	 : 1
olvasora.	 : 1
olvasot.	 : 1
olvasotaborat,	 : 1
olvassa	 : 4
olvassak	 : 1
olvassak.	 : 1
olvasta	 : 1
olvastam	 : 2
olvastam,	 : 2
olvastam.	 : 1
olvastatik,	 : 1
olvasva	 : 1
olvasvan,amikor	 : 1
olvasztotegelyszerepet".	 : 1
oly	 : 32
olyakkent	 : 1
olyan	 : 233
olyan,	 : 13
olyan.	 : 1
olyanalapon,	 : 1
olyanarulasra	 : 1
olyaneljarasrendet	 : 1
olyanertelemben	 : 1
olyanfoszerkesztot	 : 1
olyanhanyada	 : 1
olyanhireket,	 : 1
olyanirodaban	 : 1
olyankapacitasok	 : 1
olyankepet	 : 1
olyankor	 : 1
olyanna	 : 2
olyannyira	 : 2
olyannyira,	 : 1
olyanok	 : 3
olyanok,	 : 2
olyanokiranyitanak,	 : 1
olyanokkal	 : 1
olyanoknak,	 : 1
olyanokra,	 : 2
olyanorszagban,	 : 1
olyanszekta,	 : 1
olyanszerkezetben,	 : 1
olyantemahoz	 : 1
olyantermelekenyek	 : 1
olyantulajdonnev,	 : 1
olyanvisszhangja	 : 1
olyasfelet,	 : 1
olyasmiert,	 : 2
olyasmiketcsinalnak,	 : 1
olyasmire	 : 1
olyasmit	 : 4
olyasvalaki	 : 1
olyat	 : 4
olyatkifogasoljak.	 : 1
olyegyszeru	 : 1
olyintezkedesek	 : 1
olyjellemzo	 : 1
olykedvesek,	 : 1
olykevesen	 : 1
olykor	 : 6
olympic	 : 4
olympics	 : 1
olympics**	 : 1
olympics,	 : 2
olyna	 : 2
olyvegveszelybe	 : 1
om	 : 2
oman,	 : 1
ombudsman	 : 2
ombudsmani	 : 1
omega	 : 2
omega-3	 : 1
omeljan	 : 1
omico**	 : 1
omicos	 : 1
ominous	 : 1
omission	 : 2
omit	 : 1
omits	 : 2
omitted	 : 1
omitted);	 : 1
omlanak	 : 1
omlengeni	 : 1
omlesztve	 : 1
omlesztve:	 : 1
omlik,	 : 1
omnibus	 : 1
omnipotence	 : 1
omri	 : 60
omri-nak	 : 2
on	 : 3613
on"five	 : 1
on)	 : 3
on**	 : 18
on,	 : 8
on,"	 : 1
on-	 : 1
on-farm	 : 1
on-going	 : 1
on-leleplezo	 : 1
on-line	 : 23
on-line's	 : 1
on-line_**	 : 1
on-orbit	 : 1
on-site	 : 1
on.	 : 11
on/onok	 : 1
on13	 : 1
on15	 : 1
on16	 : 2
on19	 : 1
on21	 : 1
on23	 : 1
on3	 : 1
on7	 : 1
on8	 : 1
on9	 : 1
on:	 : 2
on;	 : 1
on?	 : 1
onallo	 : 16
onalloan	 : 2
onallosag	 : 1
onallosagra,	 : 1
onaran,**	 : 1
onasa	 : 5
onazonossag	 : 1
onazonossaga	 : 1
onbiraskodasnak,	 : 1
onbizalmat,	 : 1
onbizalmunk,	 : 1
onboard	 : 2
once	 : 52
once!	 : 1
once.	 : 2
oncelu	 : 1
oncelu,	 : 1
oncommunication	 : 1
one	 : 366
one's	 : 8
one,	 : 14
one-day	 : 1
one-fifth	 : 1
one-fourth	 : 1
one-lane	 : 1
one-minute	 : 1
one-on-one	 : 1
one-party	 : 1
one-pointed.	 : 1
one-sided	 : 1
one-stop	 : 1
one-third	 : 1
one-time	 : 1
one-to-one	 : 1
one-ton	 : 2
one-way	 : 4
one-way."	 : 1
one-week	 : 1
one-year	 : 5
one.	 : 6
one:	 : 1
onegism	 : 1
onellatasra	 : 1
oneness	 : 1
onenvironmental	 : 1
oneof	 : 1
onerobol	 : 2
onert	 : 1
onerzetebenmeghagyott,	 : 1
onerzetenek	 : 1
onerzetes	 : 1
onerzetet	 : 1
ones	 : 11
ones,	 : 1
ones,"	 : 1
ones.	 : 4
oneself.	 : 1
ones	 : 1
onfeledt	 : 1
onfeledten	 : 1
onfeltarulkozashoz	 : 1
onfinanszirozasi	 : 1
ongerjesztesemagaslatan	 : 1
ongoing	 : 11
ongoing.	 : 2
ongoing/future	 : 1
ongolokatlottek	 : 1
ongyilkos	 : 3
ongyilkossag.	 : 2
ongyilkossagba	 : 1
ongyilkossagot	 : 1
onhibajukon	 : 1
onhitten	 : 1
onhittseg.	 : 1
onion	 : 2
onion,	 : 2
onion,**	 : 1
onjaroadossagcsapda.	 : 1
onkent	 : 2
onkentelenul	 : 1
onkentelenulfelmerul	 : 1
onkentes	 : 2
onkentesekbol	 : 1
onkentessegen	 : 1
onkenyuralmi	 : 2
onkenyuralom	 : 2
onkezuleg	 : 1
onkifejezesre-	 : 1
onkormanyzas	 : 1
onkormanyzat	 : 21
onkormanyzatban	 : 2
onkormanyzathelyett	 : 1
onkormanyzati	 : 17
onkormanyzati,	 : 1
onkormanyzatifrakcioinak	 : 1
onkormanyzatisagot...	 : 1
onkormanyzatitestulet	 : 1
onkormanyzatnakjoga	 : 1
onkormanyzatok	 : 25
onkormanyzatok-e	 : 1
onkormanyzatokat	 : 2
onkormanyzatokat".	 : 1
onkormanyzatokat,	 : 1
onkormanyzatokban	 : 2
onkormanyzatokfeladatai	 : 1
onkormanyzatoknak	 : 2
onkormanyzatokra	 : 2
onkormanyzattal	 : 1
onkormanyzattiszti	 : 1
onkormanyzattol	 : 2
onkormanyzattol.	 : 1
onkritikat,	 : 1
online	 : 62
online"	 : 1
online,	 : 6
online.	 : 5
online:	 : 1
only	 : 240
only!_**	 : 1
only).	 : 1
only,	 : 2
only.	 : 3
only...	 : 1
only:	 : 1
only_.	 : 1
onlyprevent	 : 1
onlysix	 : 1
onmaga	 : 1
onmagaba	 : 1
onmagaban	 : 7
onmagahoz.	 : 1
onmagat	 : 6
onmagat.a	 : 1
onmagatveli	 : 1
onmagaval,	 : 1
